hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,rssi_variance
HDOK,PLOK,17472,1,1,-78,9,10,2,29,-88,-81,-82,-82,-87,-82,-80,-78,-78,-77,-78,-77,-76,-76,-75,-77,-82,-82,-76,-75,-76,-76,-79,-77,-77,-83,-80,-78,-77,328,4.435374149659863
HDOK,PLOK,17472,2,2,-87,8,10,2,29,-96,-91,-92,-92,-100,-94,-93,-93,-95,-95,-96,-98,-97,-95,-93,-93,-99,-94,-88,-87,-87,-86,-89,-84,-88,-91,-86,-83,-85,328,9.4875283446712
HDOK,PLOK,17472,3,3,-84,7,10,2,29,-88,-81,-83,-82,-88,-85,-83,-81,-82,-81,-84,-81,-81,-82,-81,-87,-86,-89,-81,-81,-82,-81,-83,-82,-81,-85,-83,-81,-87,328,3.079365079365079
HDOK,PLOK,17472,4,4,-85,9,10,2,29,-82,-82,-82,-81,-89,-83,-82,-82,-83,-82,-83,-83,-83,-83,-83,-83,-91,-88,-83,-83,-83,-83,-87,-83,-84,-89,-86,-85,-84,328,1.473922902494331
HDOK,PLOK,17472,5,5,-84,8,10,2,29,-87,-82,-81,-81,-87,-81,-81,-80,-82,-80,-80,-83,-86,-81,-81,-81,-89,-85,-81,-83,-82,-83,-89,-82,-86,-91,-88,-85,-83,328,4.285714285714286
HDOK,PLOK,17472,6,6,-86,8,10,2,29,-88,-82,-83,-83,-93,-86,-84,-85,-86,-85,-86,-86,-86,-86,-86,-86,-93,-91,-85,-85,-85,-85,-88,-84,-86,-89,-87,-85,-87,328,0.979591836734694
HDOK,PLOK,17472,7,7,-81,9,10,2,29,-89,-84,-85,-85,-91,-87,-86,-84,-85,-84,-88,-84,-81,-81,-79,-85,-83,-87,-77,-77,-77,-77,-79,-77,-77,-82,-80,-79,-85,328,8.630385487528345
HDOK,PLOK,17472,8,8,-82,8,10,2,29,-86,-81,-81,-81,-88,-82,-80,-79,-80,-79,-79,-79,-78,-78,-77,-79,-85,-83,-77,-78,-78,-77,-82,-78,-81,-86,-81,-81,-80,328,2.0952380952380953
HDOK,PLOK,17472,9,9,-88,8,10,2,29,-88,-83,-82,-82,-88,-83,-82,-82,-84,-83,-83,-93,-88,-83,-84,-85,-93,-88,-86,-87,-86,-87,-92,-86,-89,-95,-92,-89,-88,328,6.154195011337866
HDOK,PLOK,17472,10,10,-79,9,10,2,29,-84,-78,-78,-78,-87,-79,-77,-78,-79,-78,-78,-79,-78,-78,-78,-79,-87,-83,-79,-78,-78,-78,-81,-78,-79,-85,-80,-79,-79,328,1.4557823129251701
HDOK,PLOK,17472,11,11,-78,9,10,2,29,-82,-77,-78,-82,-82,-81,-79,-77,-77,-76,-83,-76,-76,-79,-77,-78,-80,-85,-76,-76,-77,-76,-77,-76,-76,-78,-77,-76,-76,328,2.8072562358276634
HDOK,PLOK,17472,12,12,-78,9,10,2,29,-83,-77,-77,-77,-85,-78,-77,-77,-77,-76,-77,-77,-77,-76,-76,-77,-85,-81,-76,-76,-76,-76,-80,-75,-80,-82,-78,-77,-79,328,1.868480725623583
HDOK,PLOK,17472,13,13,-77,8,10,2,29,-83,-77,-78,-77,-85,-79,-78,-77,-77,-77,-77,-77,-77,-77,-77,-77,-83,-82,-76,-76,-76,-76,-79,-76,-77,-81,-78,-77,-75,328,1.1972789115646256
HDOK,PLOK,17472,14,14,-77,7,10,2,29,-79,-74,-75,-75,-81,-76,-76,-74,-75,-74,-77,-74,-74,-75,-75,-79,-80,-82,-75,-75,-76,-75,-77,-75,-75,-79,-76,-75,-81,328,2.0861678004535142
HDOK,PLOK,17472,15,15,-78,9,10,2,29,-82,-75,-78,-81,-81,-80,-79,-75,-77,-75,-81,-75,-75,-77,-76,-80,-80,-83,-75,-75,-77,-75,-77,-76,-76,-79,-77,-76,-82,328,3.9637188208616783
HDOK,PLOK,17472,16,16,-77,8,10,2,29,-82,-75,-76,-75,-85,-77,-75,-76,-77,-76,-76,-79,-77,-75,-75,-76,-83,-79,-76,-77,-76,-76,-82,-75,-81,-85,-80,-78,-75,328,3.741496598639455
HDOK,PLOK,17472,17,17,-77,9,10,2,29,-82,-77,-76,-75,-83,-77,-75,-76,-77,-75,-75,-83,-79,-75,-75,-76,-85,-79,-76,-77,-76,-77,-82,-75,-79,-83,-81,-78,-77,328,4.344671201814059
HDOK,PLOK,17472,18,18,-77,6,10,2,29,-81,-75,-76,-76,-83,-77,-76,-75,-76,-76,-76,-75,-75,-76,-76,-77,-83,-83,-75,-75,-76,-75,-79,-76,-77,-81,-77,-76,-75,328,1.854875283446712
HDOK,PLOK,17472,19,19,-77,8,10,2,29,-82,-75,-76,-75,-82,-76,-75,-76,-77,-75,-75,-85,-80,-76,-76,-76,-83,-78,-76,-77,-76,-77,-82,-76,-77,-83,-82,-78,-75,328,4.793650793650794
HDOK,PLOK,17472,20,20,-77,7,10,2,29,-80,-74,-75,-75,-82,-77,-77,-75,-76,-75,-77,-76,-75,-75,-76,-77,-82,-82,-76,-75,-75,-75,-77,-75,-75,-81,-77,-75,-79,328,1.8684807256235825
HDOK,PLOK,17472,21,21,-81,9,10,2,29,-83,-77,-77,-77,-85,-80,-79,-78,-79,-78,-80,-79,-79,-79,-78,-80,-86,-85,-79,-79,-79,-79,-82,-78,-80,-85,-82,-79,-81,328,1.7596371882086166
HDOK,PLOK,17472,22,22,-83,7,10,2,29,-94,-96,-98,-94,-95,-90,-87,-83,-82,-81,-82,-79,-78,-78,-78,-79,-85,-85,-78,-78,-79,-79,-83,-81,-82,-87,-83,-82,-82,328,14.857142857142858
HDOK,PLOK,17472,23,23,-76,8,10,2,29,-75,-70,-70,-70,-79,-72,-72,-73,-76,-75,-77,-87,-86,-82,-83,-83,-89,-83,-80,-83,-77,-81,-82,-74,-74,-81,-81,-76,-72,328,14.086167800453515
HDOK,PLOK,17472,24,24,-78,9,10,2,29,-82,-76,-76,-76,-83,-77,-77,-77,-79,-77,-77,-82,-87,-77,-77,-77,-83,-78,-77,-81,-77,-87,-85,-76,-76,-83,-83,-81,-77,328,6.058956916099774
HDOK,PLOK,17472,25,25,-78,9,10,2,29,-82,-77,-77,-77,-85,-78,-77,-77,-77,-77,-77,-77,-77,-77,-76,-77,-85,-82,-77,-77,-77,-77,-81,-77,-79,-82,-80,-77,-77,328,2.1088435374149657
HDOK,PLOK,17472,26,26,-79,9,10,2,29,-76,-77,-77,-77,-83,-79,-78,-76,-77,-77,-78,-77,-77,-77,-77,-78,-83,-83,-77,-77,-77,-77,-80,-77,-77,-82,-79,-77,-81,328,1.2698412698412695
HDOK,PLOK,17472,27,27,-76,7,10,2,29,-81,-75,-76,-76,-81,-77,-76,-75,-75,-75,-76,-75,-74,-75,-75,-75,-80,-81,-75,-74,-74,-74,-77,-74,-74,-79,-75,-75,-77,328,1.292517006802721
HDOK,PLOK,17472,28,28,-77,6,10,2,29,-79,-75,-76,-76,-81,-79,-77,-75,-75,-75,-77,-75,-75,-76,-75,-77,-81,-82,-75,-75,-76,-75,-78,-76,-75,-81,-77,-75,-76,328,1.5827664399092969
HDOK,PLOK,17472,29,29,-77,6,10,2,29,-81,-75,-76,-75,-83,-75,-75,-75,-76,-75,-75,-80,-77,-75,-75,-76,-82,-79,-75,-76,-75,-76,-81,-75,-85,-82,-81,-77,-75,328,4.775510204081634
HDOK,PLOK,17472,30,30,-77,6,10,2,29,-75,-76,-76,-76,-82,-75,-75,-76,-77,-75,-75,-79,-82,-75,-76,-76,-81,-77,-76,-85,-76,-85,-83,-75,-76,-83,-83,-79,-76,328,6.140589569160997
HDOK,PLOK,17472,31,31,-77,7,10,2,29,-81,-75,-77,-79,-81,-75,-77,-75,-75,-75,-79,-75,-75,-76,-75,-79,-81,-83,-75,-75,-75,-75,-77,-75,-75,-79,-77,-75,-79,328,2.7120181405895685
HDOK,PLOK,17472,32,32,-77,6,10,2,29,-81,-75,-77,-76,-81,-75,-77,-75,-75,-75,-85,-75,-75,-76,-75,-79,-81,-82,-75,-75,-75,-75,-77,-75,-75,-77,-77,-75,-75,328,2.426303854875283
HDOK,PLOK,17472,33,33,-78,9,10,2,29,-83,-77,-78,-77,-83,-77,-78,-77,-77,-77,-78,-77,-77,-77,-77,-77,-83,-83,-76,-76,-77,-76,-79,-77,-77,-80,-78,-77,-80,328,0.9115646258503399
HDOK,PLOK,17472,34,34,-78,9,10,2,29,-82,-77,-77,-77,-85,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-85,-82,-77,-77,-77,-77,-81,-77,-78,-81,-79,-77,-77,328,1.487528344671202
HDOK,PLOK,17472,35,35,-79,9,10,2,29,-83,-77,-78,-78,-82,-77,-79,-77,-77,-77,-87,-77,-77,-78,-77,-82,-81,-85,-77,-77,-77,-77,-79,-77,-77,-79,-78,-77,-77,328,1.8956916099773236
HDOK,PLOK,17472,36,36,-79,9,10,2,29,-83,-77,-77,-77,-83,-77,-77,-77,-79,-77,-77,-87,-82,-77,-77,-77,-85,-79,-77,-78,-77,-78,-85,-77,-78,-83,-82,-80,-78,328,4.340136054421768
HDOK,PLOK,17472,37,37,-78,9,10,2,29,-82,-76,-77,-77,-85,-77,-77,-76,-77,-76,-77,-77,-77,-76,-76,-77,-83,-82,-77,-76,-76,-76,-80,-76,-78,-80,-79,-77,-80,328,1.6507936507936507
HDOK,PLOK,17472,38,38,-79,9,10,2,29,-76,-77,-78,-78,-82,-77,-80,-77,-77,-77,-85,-77,-77,-78,-77,-82,-81,-85,-77,-77,-77,-76,-78,-77,-77,-78,-77,-77,-77,328,1.1020408163265303
HDOK,PLOK,17472,39,39,-79,9,10,2,29,-83,-77,-77,-77,-83,-77,-78,-77,-77,-77,-79,-77,-77,-77,-77,-79,-83,-85,-77,-77,-77,-77,-80,-77,-77,-80,-79,-77,-76,328,1.09297052154195
HDOK,PLOK,17472,40,40,-78,9,10,2,29,-82,-77,-77,-78,-83,-77,-79,-77,-77,-77,-79,-77,-77,-77,-77,-84,-83,-85,-77,-77,-77,-77,-79,-76,-77,-80,-78,-77,-80,328,1.8956916099773236
HDOK,PLOK,17472,41,41,-78,8,10,2,29,-83,-77,-76,-76,-85,-77,-76,-77,-78,-77,-76,-79,-77,-75,-75,-76,-83,-79,-75,-75,-75,-75,-81,-75,-81,-83,-83,-81,-80,328,5.1564625850340144
HDOK,PLOK,17472,42,42,-77,6,10,2,29,-81,-75,-75,-75,-83,-75,-75,-75,-77,-75,-75,-80,-77,-75,-75,-75,-81,-79,-75,-75,-75,-75,-81,-75,-81,-82,-78,-77,-77,328,4.249433106575964
HDOK,PLOK,17472,43,43,-77,7,10,2,29,-81,-74,-76,-81,-79,-74,-77,-75,-75,-74,-82,-74,-74,-76,-75,-78,-78,-82,-75,-74,-75,-74,-75,-75,-75,-75,-75,-75,-81,328,3.10657596371882
HDOK,PLOK,17472,44,44,-76,7,10,2,29,-81,-74,-74,-74,-81,-74,-74,-75,-76,-74,-74,-78,-77,-74,-74,-74,-81,-76,-75,-81,-75,-78,-82,-74,-75,-82,-81,-77,-74,328,5.759637188208616
HDOK,PLOK,17472,45,45,-77,7,10,2,29,-81,-75,-75,-74,-81,-75,-75,-75,-76,-74,-75,-81,-84,-75,-74,-75,-82,-77,-75,-78,-75,-77,-82,-74,-76,-82,-82,-77,-76,328,5.5147392290249435
HDOK,PLOK,17472,46,46,-77,6,10,2,29,-80,-75,-75,-75,-82,-75,-75,-75,-75,-75,-75,-76,-75,-75,-75,-76,-83,-79,-75,-75,-75,-75,-80,-75,-83,-81,-78,-76,-75,328,2.807256235827664
