hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance,rssi_skewness,rssi_kurtosis
HDOK,PLOK,17472,1,1,-106,6,12,2,58,-104.0,-112.91089197136662,-108.4753633487548,-109.64830573688064,-109.98657177773636,-108.78446007368706,-109.15648407827348,-109.42288381100012,-108.73404959594752,-108.19676468020212,-107.76562432951862,-107.31773841507137,-106.94320265135445,-106.94778424473652,-106.72522689854402,-106.67368971834475,-106.49396575365557,-106.33469418935427,-106.49704292164591,-106.29315742291931,-106.16478102029582,-106.31762890065892,-106.30109561057168,-106.23554709182274,-106.07743032560408,-106.0737523944479,-105.97782797544703,-105.88858037584848,-105.98167374778374,-105.93931944232439,-105.8996063286343,-105.77932119052238,-105.70681031536314,-105.67848232952844,-105.80954196009752,-106.050255274685,-105.93326332103554,-105.89792563075751,-105.86433360648287,-105.86935189147648,-105.80093458444135,-105.77191112749497,-105.67239903656836,-105.61288336042898,-105.80302511661223,-105.73987522326154,-105.67937666739121,-105.65591347582289,-105.63340458758664,-105.61179781240276,-105.55712388699716,-105.77452423528929,-105.68136620364207,-105.62517383809735,-105.57109569003012,-105.51903046417763,-105.46888360560084,-105.78239652683511,12,-106.52957837577688,-105.93629138167996,-112.91089197136662,2.1328228755330145,-2.1471632441962822,5.70198450417845
HDOK,PLOK,17472,2,2,-106,5,12,2,58,-106.0,-110.95049553964812,-107.98854814205382,-108.9907108849106,-109.49354225176664,-108.39043154288025,-109.16445059641488,-109.71871179043698,-109.11932403928661,-108.65180661588008,-108.27665067911141,-108.06268505765553,-107.79701702109976,-108.0553876311544,-107.9002061190056,-107.83623429851077,-107.57836472117187,-107.47756597611671,-107.57030026303714,-107.42044595391135,-107.22896126012517,-107.4322595881496,-107.4097595160559,-107.33873656638268,-107.22444570538785,-107.16628468160573,-107.06608004771122,-106.97285015758642,-107.0622280396946,-107.01639821999912,-106.88886911749383,-106.76902939395842,-106.73768991760298,-106.668045694392,-106.83897488618358,-107.00077456898124,-106.9240352456925,-106.85118232191012,-106.78192829979037,-106.78999474802653,-106.72448187117044,-106.69822883027945,-106.63726212030932,-106.54340985490197,-106.73600372326932,-106.6401768034224,-106.548373160429,-106.52943435206002,-106.54558268559443,-106.52697170193109,-106.47517516995579,-106.62785519619861,-106.57319797462681,-106.52062066251422,-106.60312275538841,-106.61627504363383,-106.5629179069959,-106.87333769964937,12,-107.33782473470886,-106.98681236328383,-110.95049553964812,0.919931444988004,-1.6325453386865234,2.8025695072477874
HDOK,PLOK,17472,3,3,-103,7,12,2,58,-101.0,-102.98019821585925,-102.4922900180888,-105.3235190641068,-106.24357079799235,-105.39145604640787,-106.33321879991718,-106.71858558225402,-106.11921386252119,-105.651708943486,-105.37929464082129,-104.96771700708105,-104.71028683209337,-104.73365672460483,-104.45176610329983,-104.34859848579534,-104.19072697645976,-104.05082108080487,-104.23046105191818,-104.04211787814403,-103.9277952658763,-104.03950871854309,-103.985399979835,-103.88537656361183,-103.74437215273045,-103.70901456497691,-103.62996162227829,-103.55641115983565,-103.70824042817371,-103.63453840949771,-103.52315380628073,-103.45996841309652,-103.44122378601239,-103.46361876855657,-103.60315643287935,-103.8518949604671,-103.78086588589203,-103.67556936864398,-103.61288514962037,-103.62720448541239,-103.64084860736672,-103.65386317208126,-103.5585890232576,-103.4675364979019,-103.73339965522703,-103.6376639413304,-103.54594767502104,-103.52709263406933,-103.50900447209716,-103.45752912597706,-103.37416707952072,-103.5639981448546,-103.51148500158433,-103.69491478649412,-103.60524068675397,-103.55204391495081,-103.63285684826194,-104.07255057611535,12,-103.99927758408177,-103.68524207756906,-106.71858558225402,0.8820229455893385,-0.7174530754694814,2.587636398254286
HDOK,PLOK,17472,4,4,-104,7,12,2,58,-102.0,-111.90099107929625,-106.97262594306088,-108.31287125389409,-108.48482753635031,-107.18266540255968,-107.99157165926385,-108.13729594473381,-107.23069093141672,-106.63704034127878,-106.16066976746424,-105.67565644326156,-105.27007361528332,-105.24828795947433,-104.92754274353445,-104.79056476062348,-104.5357650647141,-104.30996130937646,-104.47381656737119,-104.32958747556489,-104.19917163201193,-104.296255067512,-104.22878211082016,-104.11649722968511,-103.96419826759224,-103.91839896581402,-103.78340419693131,-103.70292978476503,-103.80420856869895,-103.68322101396545,-103.56977817824648,-103.50465865387835,-103.44334082301691,-103.38549370689486,-103.52811401076238,-103.7408859583346,-103.63575980523613,-103.4980930277824,-103.40463762484579,-103.3896701235511,-103.33880891975417,-103.32653150498578,-103.24300861986464,-103.16318665651812,-103.36920074789518,-103.28622088634057,-103.20672492009254,-103.16504904376444,-103.15938507951225,-103.08572387013226,-103.01497386016526,-103.28441058896071,-103.20770872013762,-103.16734629954982,-103.12850250047248,-103.05796512702162,-102.99002673564999,-103.45086547297792,12,-104.43130420866659,-103.69307539936524,-111.90099107929625,3.2985146492882307,-1.9435369351759304,4.177160716847334
HDOK,PLOK,17472,5,5,-103,7,12,2,58,-102.0,-111.90099107929625,-106.97262594306088,-108.31287125389409,-108.48482753635031,-107.38346675409778,-108.15865530522673,-108.5692476187246,-107.86182174614811,-107.31003549332041,-106.96999025082751,-106.59688012067629,-106.28487413201024,-106.26189458333292,-106.01562194539392,-105.87238474387543,-105.67930460793445,-105.50819679078825,-105.65997715704864,-105.50489448250973,-105.30868215938595,-105.34595140290875,-105.22383941941352,-105.06142406968058,-104.91181645768036,-104.82100540581182,-104.73677216465072,-104.61327793290995,-104.71850950438737,-104.55807444359662,-104.4076440271382,-104.30776709161465,-104.29522497090196,-104.2833927598943,-104.35112622785701,-104.53189569718839,-104.39643051788701,-104.30569051181891,-104.21943302123199,-104.17432632772804,-104.2777445145865,-104.23144290191055,-104.11543354046697,-104.00456458540665,-104.25147299003017,-104.13759206254821,-104.02849240634498,-103.95843567903977,-103.8912283240421,-103.79260238790721,-103.69787429393101,-103.8767825881417,-103.7801911077071,-103.68727529039731,-103.79750720107194,-103.7047993888285,-103.94563155247823,-104.34214336801304,12,-105.19658723863888,-104.5449850703925,-111.90099107929625,2.7819849391372413,-1.5716920602830764,3.4429442549221068
HDOK,PLOK,17472,6,6,-104,5,12,2,58,-103.0,-103.99009910792962,-102.50173293535286,-105.329819530383,-106.2482945513676,-105.39523126372103,-106.00052863839312,-106.43397125726942,-105.7437286748953,-105.20534524444032,-104.7733233986632,-104.41869653677495,-104.12214681670667,-104.11229376792164,-103.87731597305863,-103.81497080703404,-103.62575000461511,-103.45806233284729,-103.67380834136215,-103.51791927754665,-103.43294254878975,-103.51742329314823,-103.43843803885079,-103.36597028014599,-103.25034854476417,-103.23845701898905,-103.1349139491511,-103.03857799492427,-103.21323874349966,-103.11774857682431,-103.0282131257212,-102.94407622288077,-102.94635522795457,-102.90842661130964,-103.03041315673767,-103.34030713430263,-103.28889991227969,-103.24009616646336,-103.19370330373644,-103.22352812996172,-103.36174503637729,-103.45734744990482,-103.47682877070584,-103.49544686887934,-103.79562055660439,-103.83780323764607,-103.91298666452693,-104.08867354653177,-104.25721482873998,-104.35077705379256,-104.3727993984436,-104.63016211009437,-104.5754274310778,-104.65645824268056,-104.53478849535011,-104.48392646947015,-104.3689136556547,-104.7515021905179,12,-103.92316445599512,-103.64977917298863,-106.43397125726942,0.7809166116047568,-1.057021026534433,0.68386616347764
HDOK,PLOK,17472,7,7,-104,6,12,2,58,-101.0,-105.95049553964812,-104.48184263048367,-106.65098056658259,-107.73933732408757,-106.78767198401583,-107.49498811879924,-107.71247187262915,-106.85982954161221,-106.19477566802317,-105.76383965174335,-105.31612146600952,-104.9417259621216,-104.94642667355721,-104.64847194740027,-104.5313257191272,-104.3611713848229,-104.14651766571676,-104.25941672071222,-104.06938536606488,-103.84157150166867,-103.90402288259891,-103.85696648271681,-103.71303400032595,-103.48271446731916,-103.36478582863589,-103.2091427892169,-103.06433328391,-103.14967763681953,-103.01378482209412,-102.84408760750976,-102.72610556722609,-102.65576333448954,-102.62948124147736,-102.76247434497498,-103.08278700869698,-103.07961172892134,-103.07659725856156,-102.99891030640342,-103.03594050420256,-102.99802562050981,-102.96186017804929,-102.85552888321578,-102.7539091569997,-102.9743689616834,-102.87019343967577,-102.80516348765057,-102.74281972644147,-102.71732848892546,-102.65874676832493,-102.60248028354607,-102.81835018235662,-102.75729685952773,-102.73198749987468,-102.84073159833633,-102.87914909991774,-102.85012626817002,-103.24977959823867,12,-103.83476611210988,-103.08119936880917,-107.73933732408757,2.2094002084641984,-1.2239103585386213,0.8068505656648695
HDOK,PLOK,17472,8,8,-105,5,12,2,58,-103.0,-111.91089197136662,-107.9731281782314,-108.98042243703729,-109.48582852261754,-108.38426674096968,-108.82348950125358,-109.13800906048785,-108.35833706298158,-107.75019943808555,-107.36493544925703,-106.86072469878782,-106.52583190664599,-106.48341534951743,-106.22041792110687,-106.13369072104744,-105.92304573983213,-105.736371938548,-105.93516559154341,-105.76403880989231,-105.60930134809435,-105.68427451337337,-105.5966042823006,-105.51616819068468,-105.39320648860382,-105.37452922767315,-105.31094838845759,-105.25179309369997,-105.37296268251919,-105.27058122785975,-105.17458422579467,-105.0843753718021,-105.04018492005605,-105.03857436369974,-105.1948833260262,-105.4206128063251,-105.32777066829449,-105.23963044349364,-105.19325500378793,-105.18610652242634,-105.21589460042436,-105.2080712303738,-105.12880108968645,-105.08863043746136,-105.29727603867462,-105.21681529772167,-105.1049609087334,-105.06679959009897,-105.03019038228557,-104.99504840127868,-104.96129528308492,-105.19880052610746,-105.15854933783908,-105.11982985617445,-105.04929188038857,-105.08079781174683,-105.01210565839423,-105.40643089994654,12,-105.95469219594146,-105.31935952837604,-111.91089197136662,2.2085190351075976,-1.8454964655588273,4.008883774413118
HDOK,PLOK,17472,9,9,-103,7,12,2,58,-101.0,-105.95049553964812,-103.48631297153044,-105.98674716626928,-106.7408238343252,-105.58805864945056,-106.49680873330432,-107.14754840727532,-106.36666468761429,-105.87107565306306,-105.47339385726039,-105.05297253155256,-104.7014034885716,-104.80615558219272,-104.51879130609919,-104.41086064138631,-104.24880390390845,-104.16905182592201,-104.34149014253437,-104.20497598009185,-104.02555380754204,-104.18590748710817,-104.17623058929637,-104.21773166287126,-104.15822278007926,-104.15070721704974,-104.14373603655903,-104.09212603958031,-104.26442583253107,-104.16672719933689,-104.07512100050239,-103.98903820585559,-103.90798094548013,-103.8715903173262,-104.07394585027832,-104.26549336010291,-104.14024599113729,-104.02134167149843,-103.90831117176171,-103.91170273144647,-103.80513592576331,-103.7397232368353,-103.64136669677404,-103.54736836177551,-103.73982251208975,-103.64386184141235,-103.51715828460028,-103.46476117239487,-103.41449517430593,-103.3321316180005,-103.25302319066711,-103.51442748077305,-103.43000251455751,-103.38221088900097,-103.40276800740625,-103.42255993909956,-103.6066846848175,-104.08013292991086,12,-104.24562429757806,-104.08612948474558,-107.14754840727532,1.0108115248756315,-0.6687882306209484,2.4286016351459803
HDOK,PLOK,17472,10,10,-105,5,12,2,58,-105.0,-105.99009910792962,-104.50173293535286,-106.66425169790219,-107.74928731010705,-106.99642535093291,-107.83660424190457,-108.29373497483361,-107.6213057096723,-107.09681651737897,-106.88140720151087,-106.61060497076224,-106.38415194547598,-106.4338297110453,-106.25007586863235,-106.16124107026262,-106.08318307883768,-105.95014523451037,-106.1359175585991,-106.01138874198712,-105.89878641979462,-105.95815331976472,-105.90827931034408,-105.91290015088549,-105.81941933377063,-105.78049701394113,-105.69813754708657,-105.6666347566313,-105.81360422061064,-105.73535628201031,-105.66198784288832,-105.59304316055403,-105.52812348536919,-105.54703564741838,-105.68328186896967,-105.92890475322706,-105.85492198288104,-105.78468600869937,-105.71791966004724,-105.72835378083633,-105.7016964112523,-105.712506034826,-105.65102677073287,-105.59227166956633,-105.78314092867195,-105.72068746729896,-105.66085610382876,-105.63803254495859,-105.61613727405027,-105.59511952358916,-105.54101134378234,-105.72521262506872,-105.66728650920346,-105.84550930514821,-105.78409942817153,-105.724975378465,-105.93212907266847,-106.23040417352378,12,-106.01714366100296,-105.799145114655,-108.29373497483361,0.43073011735179717,-1.5546187841050378,3.2748726936762496
