hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance,rssi_skewness,rssi_kurtosis
HDOK,PLOK,17472,1,1,-117,-2,10,2,29,-118.0,-117.00990089207038,-115.51167808778746,-115.00861593363874,-115.75721986902256,-116.00677179898753,-116.17355043764819,-115.859458626,-116.00433429538106,-115.89034865658759,-116.004344914608,-116.28588446210836,-116.34782934682688,-116.31977147667067,-116.14462901685775,-116.06328764352818,-116.05903348264606,-116.05526344085081,-115.93007352350071,-115.93415039497604,-115.88185443569398,-115.88822371411929,-116.05019858452417,-115.99729012718372,-116.04629118884218,-116.09159224270098,-116.17986840615511,-116.12662797048591,-116.07695447333289,60,-116.09327749802533,-116.05019858452417,-118.0,0.22583719851394685,-2.094662435836673,9.151305187841286
HDOK,PLOK,17472,2,2,-117,-2,10,2,29,-117.0,-113.0396035682815,-113.51765513434582,-113.67817174771668,-114.50947045331998,-115.00957215233889,-115.17588056762165,-115.29497104790066,-115.38452636233015,-115.11389758675206,-115.30765990554701,-115.18476258673105,-115.08199212738695,-115.31737504361155,-115.29341326703987,-115.27256228585502,-115.32146025226957,-115.49251922332357,-115.3406952433124,-115.32083194133044,-115.41483576009044,-115.39247178500332,-115.42409497859147,-115.4531087734169,-115.43096596666281,-115.45799501482732,-115.48306624003119,-115.50639238254783,-115.66042699964014,60,-115.16828891026985,-115.32083194133044,-117.0,0.4993162799900754,1.15849764138896,4.007589050680092
HDOK,PLOK,17472,3,3,-114,-1,10,2,29,-115.0,-114.00990089207038,-114.5027374056939,-115.00100231546736,-115.50125821717262,-115.40060488969478,-115.33333702710691,-115.28516771439166,-115.24894468517925,-115.33418474939172,-115.40258501543282,-115.36474901634598,-115.41985291321113,-115.62798207944017,-115.50506963362731,-115.61130465584145,-115.70465199950857,-115.78737651248571,-115.86123966363283,-115.7527251885257,-115.76656822016373,-115.67133176403752,-115.68843967605798,-115.75451540161247,-115.7176432646973,-115.77855505543732,-115.74254186429987,-115.70903537141328,-115.67777370613783,60,-115.45383030683024,-115.61130465584145,-115.86123966363283,0.1609676860756298,2.10356639544208,5.183252311903162
HDOK,PLOK,17472,4,4,-114,-1,10,2,29,-119.0,-116.02970267621113,-115.51715289917529,-115.67783664833306,-116.25896584642247,-116.00616380292053,-115.83721307321947,-115.7162304788668,-115.75227590454034,-115.7803910345278,-115.70022021487623,-115.72839430790351,-115.57846732764574,-115.45113928092125,-115.41707832096317,-115.45850279056695,-115.56212139228268,-115.6539483048178,-115.55320323853289,-115.46264798256165,-115.49273022560861,-115.46616692622531,-115.49395412395377,-115.46906897263052,-115.3484089449926,-115.42685932152293,-115.4533707732931,-115.43291284988072,-115.4138255417547,60,-115.72892942086727,-115.55320323853289,-119.0,0.42632467370459726,-4.557873554458826,22.684001546588952
HDOK,PLOK,17472,5,5,-117,-2,10,2,29,-116.0,-115.00990089207038,-115.0049725762173,-115.33610169907031,-115.75249785166118,-115.80219661755619,-115.83541091696173,-115.85919508243292,-116.00410422806618,-115.89014470046892,-115.79869871110247,-116.00558279859649,-116.00509852707863,-115.92402163053656,-115.854258111621,-115.8646150440225,-116.07537391078581,-116.19828586636297,-116.24711976479833,-116.17440986648857,-116.27661074099582,-116.15387767216973,-116.24997244162942,-116.23737896030205,-116.27464720867714,-116.30910137905066,-116.34105989491808,-116.3256698926941,-116.31131097128316,60,-115.96971096405578,-116.00509852707863,-116.34105989491808,0.11984902537182317,1.5264996586288129,2.346618605530027
HDOK,PLOK,17472,6,6,-117,-2,10,2,29,-117.0,-116.00990089207038,-116.5027374056939,-116.00265056674614,-116.25224062075577,-116.6031930662714,-116.66982319230982,-116.7175358332936,-116.49936825147087,-116.10221191881159,-116.0917115248466,-116.17707486575372,-116.1617147712541,-116.14866994885604,-116.13744538608994,-116.19874155789223,-116.18538225876047,-116.36513154757903,-116.3428907061595,-116.26459714571564,-116.24978436863722,-116.29022881751045,-116.27512176263723,-116.31164075043982,-116.24754265882981,-116.330784171825,-116.36173971872431,-116.34541655918952,-116.33018699901615,60,-116.31639542300482,-116.27512176263723,-117.0,0.04660640898205832,-1.3090263954008952,2.2622367304825315
HDOK,PLOK,17472,7,7,-119,-3,10,2,29,-117.0,-114.02970267621113,-115.50821221708173,-116.33743911392128,-117.00375394120526,-115.39658933243285,-115.6658272055402,-115.71411729193404,-115.62340754387581,-115.43916097700874,-115.70224006734345,-115.73022432932096,-115.75362561655442,-115.854165179808,-115.86517569071034,-115.87475678145181,-115.95039501691703,-116.08128847099789,-116.07633703909701,-116.13018867536756,-116.23486515725314,-116.33002433938343,-116.3648980612815,-116.34651468713358,-116.3295809877554,-116.40892568999068,-116.43626668784837,-116.41658056996621,-116.44230377598986,60,-116.00160576287523,-116.07633703909701,-117.00375394120526,0.3041678554862065,1.2693469442773677,4.5322745587885205
HDOK,PLOK,17472,8,8,-118,-3,10,2,29,-117.0,-117.0,-116.50223517052339,-116.33509938360295,-116.75174636901457,-116.60079468210259,-116.6678275345701,-116.71582856074339,-116.49787784282334,-116.44137183260709,-116.60149219814605,-116.45097974730014,-116.4986036883252,-116.4583835123278,-116.49927549021447,-116.4637952136832,-116.49983860698383,-116.59564307078607,-116.55936134391848,-116.58505157253916,-116.49631661835697,-116.52347040711521,-116.54827483132843,-116.52065303107878,-116.44634079485064,-116.47263954052485,-116.49703336199295,-116.42948116041858,-116.4987259911439,60,-116.55717729506975,-116.49983860698383,-117.0,0.021782808758859327,-1.8724608581618019,3.8329724784334593
HDOK,PLOK,17472,9,9,-117,-2,10,2,29,-118.0,-115.02970267621113,-114.51715289917529,-114.34505273209265,-115.50996896031822,-115.20676515230574,-115.3399617610023,-115.2908351322594,-115.38091580557608,-115.3376842524719,-115.50845660902478,-115.74261841299656,-115.85168809895255,-115.78298614981568,-115.79937066868618,-115.74256457078661,-115.8270886945577,-115.8381312896947,-115.78707915457669,-115.85779517866501,-115.80977376586354,-115.87393937647161,-115.98460555627749,-116.03576059914376,-116.08288166139296,-116.17394455196803,-116.16589849491196,-116.20353652919744,-116.15047210161106,60,-115.73022864951747,-115.79937066868618,-118.0,0.3857217637269294,-1.0548798811609013,5.799816253502968
HDOK,PLOK,17472,10,10,-117,-2,10,2,29,-117.0,-116.00990089207038,-116.0049725762173,-115.6705338665895,-116.25349061040062,-116.60419205630616,-116.50273870597074,-116.43008977719094,-116.37545822608293,-116.33284607399656,-116.1959206641777,-116.36547278729728,-116.42051390173332,-116.38659288684094,-116.50840492450074,-116.47227587818324,-116.57496866046097,-116.60211233964992,-116.56543655758811,-116.53247032951339,-116.3906966216099,-116.315723565785,-116.40339389684185,-116.38307112256184,-116.41321959400086,-116.48859147249594,-116.51224741425845,-116.53425678414088,-116.51070117968118,60,-116.40552735745334,-116.42051390173332,-117.0,0.052219926886199,0.8943592620854346,3.83852623878129
