hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance,rssi_skewness,rssi_kurtosis
HDOK,PLOK,17472,1,1,-74,8,8,2,19,-74.0,-73.00990089207038,-72.50720774674069,-72.33841716643285,-72.50398049825642,-73.80838999382439,-74.34431151862918,-74.15004998552088,-74.51206089144895,-74.68093264117809,-74.50824774135236,-74.64844654392157,-74.41871100794545,-74.22360418321817,-74.43322172428016,-74.54456251223243,-74.37351840791469,-74.3496644872918,-74.2065420548494,34,-73.97693526300569,-74.34431151862918,-74.68093264117809,0.5681048043955575,1.3589725819582088,0.38098300173854005
HDOK,PLOK,17472,2,2,-72,7,8,2,19,-70.0,-74.95049553964812,-73.97960745996028,-72.98804202057556,-73.4915412797182,-72.79043507179972,-72.32187712905169,-71.8418448337508,-71.86193427206382,-71.99109758908322,-71.68381734781322,-71.80751565678459,-71.65072541340601,-71.59823424403442,-71.62856750895989,-71.51283576025551,-71.41114376552211,-71.25716144289915,-71.11967354287334,34,-72.09929209885263,-71.80751565678459,-74.95049553964812,1.204193484025243,-0.9446828910528435,1.4505210277251543
HDOK,PLOK,17472,3,3,-72,8,8,2,19,-70.0,-72.97029732378887,-73.98061193030134,-72.98871221934277,-73.4920437589872,-72.79083665255239,-72.15429554784637,-71.69847985296475,-71.86380362535309,-71.9927547825072,-71.78803589516778,-71.71397420815265,-71.65204158287104,-71.51877862318194,-71.479610901242,-71.44552805973065,-71.55001881577702,-71.45103031879249,-71.36264536430367,34,-71.99439470857173,-71.71397420815265,-73.98061193030134,0.7786263324166194,-0.3895795693841167,0.9340761435382352
HDOK,PLOK,17472,4,4,-72,7,8,2,19,-70.0,-70.99009910792962,-70.4972625943061,-69.99899768453264,-69.99924851735341,-69.9993994160845,-70.83907891473446,-70.71782669445936,-71.1347401581044,-71.45992916627605,-71.30994830704641,-71.65674907491622,-71.4262933483014,-71.23057488938302,-71.51516601941171,-71.62068355685717,-71.44452263743467,-71.2884086475519,-71.14901742219557,34,-70.96199716615149,-71.14901742219557,-71.65674907491622,0.3305909982287596,0.7380104104298241,-0.8997832886732811
HDOK,PLOK,17472,5,5,-72,8,8,2,19,-69.0,-69.99009910792962,-70.49279225325931,-72.32550241476919,-71.99379097215795,-71.99503775334037,-71.49212380191388,-71.13199612038575,-70.86118230152758,-70.64994979206695,-70.7886426100928,-70.62054127107649,-71.00043087114551,-70.91973049396645,-70.77479107891092,-71.07504932082516,-70.93556563717051,-71.13126890773512,-71.3669205113514,34,-70.97607448524343,-70.93556563717051,-72.32550241476919,0.5163076112379603,0.6341174483416707,2.133623780563846
HDOK,PLOK,17472,6,6,-73,7,8,2,19,-71.0,-74.9603964317185,-72.98905037722434,-71.66155857061135,-71.49600131067416,-70.99480087404991,-70.9956738890804,-71.28531171317141,-71.50311758939571,-72.01348551819113,-71.70390532914179,-72.01368097944177,-71.75226372838866,-71.61091628712444,-71.86679168862597,-71.73413088985475,-71.55034410258011,-71.38747206068092,-71.60751785391562,34,-71.7961273259932,-71.61091628712444,-74.9603964317185,0.7483384124066392,-2.7933734193901585,9.316251149329107
HDOK,PLOK,17472,7,7,-72,8,8,2,19,-70.0,-73.9603964317185,-74.47787452460742,-73.32049382011581,-73.74079589697087,-72.78883767349284,-72.32054795904797,-71.84070773723533,-71.35284722027968,-71.53978872237747,-71.2788721631066,-71.44062828608357,-71.40240664415465,-71.2892806417432,-71.2674399890407,-71.2484347605593,-71.36617402068516,-71.27892636178552,-71.20102457929553,34,-71.95344618064738,-71.40240664415465,-74.47787452460742,1.287031810832877,-0.894615844363171,0.10352516333800477
HDOK,PLOK,17472,8,8,-72,8,8,2,19,-70.0,-70.99009910792962,-72.98608674168915,-72.65793293403709,-72.9937897363871,-72.39263271109968,-71.82295631200422,-71.41502123634044,-71.23528014717306,-71.20857732721133,-71.18714984465012,-71.16956100979577,-71.24159619847946,-71.22210769117261,-71.12983871151629,-71.26273896593293,-71.177858341316,-71.16649981475888,-71.15635800148367,34,-71.49558341226196,-71.22210769117261,-72.9937897363871,0.5384778469008019,-0.7558080157484814,0.6604878876692122
HDOK,PLOK,17472,9,9,-73,7,8,2,19,-71.0,-70.00990089207038,-70.5027374056939,-72.332137980429,-71.74851259790468,-71.99981295967832,-71.49609717599259,-71.27990165355618,-70.99030034166032,-70.87790746852966,-71.09591342976857,-70.89893397058636,-71.42816182210177,-71.39362388296588,-71.21290557560431,-71.48202985681007,-71.38240861810533,-71.61343802881505,-71.7588079556016,34,-71.28965955873021,-71.38240861810533,-72.332137980429,0.2653185342102784,0.42992564048784415,1.0549253738896334
HDOK,PLOK,17472,10,10,-72,7,8,2,19,-69.0,-74.94059464757774,-74.47239971321959,-73.31684093790231,-73.73805716083152,-72.78664887927178,-72.31872669780688,-71.8391496597846,-71.98660504713288,-72.10161901368154,-71.78298472962136,-71.8973630271077,-71.8195226128955,-71.67274969196558,-71.77295692620152,-71.7180278819646,-71.66976243933728,-71.49926401152092,-71.77341220839591,34,-72.21614133085365,-71.8391496597846,-74.94059464757774,1.5328112874621116,-0.06803421280116283,2.2260548154233386
HDOK,PLOK,17472,11,11,-73,7,8,2,19,-70.0,-70.99009910792962,-72.98608674168915,-72.65793293403709,-73.24404310365011,-72.59263486398932,-71.98937495734329,-71.55739133286222,-71.35956588173865,-71.31875741098662,-71.1832793520615,-71.1660542762852,-71.32513715630621,-71.29890976578316,-71.20084223898489,-71.32869673241655,-71.30660191732827,-71.28702146923307,-71.20862659869793,34,-71.57900293901699,-71.31875741098662,-73.24404310365011,0.5811005486426086,-0.6802220653425379,0.6571395243920057
HDOK,PLOK,17472,12,12,-72,7,8,2,19,-69.0,-69.99009910792962,-69.4972625943061,-69.33178160077304,-69.24875213798367,-69.39960372401666,-70.17208262405794,-70.14721559442415,-70.25553933822857,-70.34003095071148,-70.30509902707408,-70.37040764902764,-70.33827719127899,-71.03698043789501,-71.03418841940396,-70.88963181878619,-70.82983125311513,-70.71297315846653,-70.97410393387071,34,-70.20388739796577,-70.30509902707408,-71.03698043789501,0.394392073815241,0.42641580959989545,-0.9162905153658514
HDOK,PLOK,17472,13,13,-72,7,8,2,19,-70.0,-72.97029732378887,-70.99402295344164,-70.33044418592208,-70.4980027829656,-70.19720179953828,-70.66783570606356,-70.71583555140427,-71.13300193720498,-71.57188194601076,-71.41039999858751,-71.74776005216414,-71.50940971439104,-71.30698662221249,-71.66130855227617,-71.68537716060874,-71.50486757242469,-71.3448997877657,-71.32389130045149,34,-71.18807499722222,-71.32389130045149,-72.97029732378887,0.45040965313671405,-0.44375586965431685,1.2999512934950181
