hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,rssi_variance
HDOK,PLOK,17472,1,1,-129,-12,9,2,33,-117,-118,-121,-117,-118,-118,-119,-118,-116,-116,-119,-118,-118,-115,-118,-117,-118,-117,-118,-117,-119,-119,-118,-118,-118,-118,-119,-117,-118,-116,-118,-118,-118,368,0.29440000000000005
HDOK,PLOK,17472,2,2,-131,-14,9,2,33,-116,-118,-118,-118,-117,-118,-119,-117,-118,-116,-119,-118,-119,-118,-118,-117,-119,-118,-119,-117,-117,-119,-116,-118,-118,-117,-118,-118,-119,-119,-119,-117,-121,368,0.48
HDOK,PLOK,17472,3,3,-131,-13,9,2,33,-118,-117,-118,-117,-119,-117,-117,-117,-117,-118,-118,-115,-118,-118,-118,-116,-117,-119,-118,-117,-118,-117,-119,-118,-114,-119,-117,-118,-119,-119,-119,-119,-115,368,0.5024000000000001
HDOK,PLOK,17472,4,4,-131,-14,9,2,33,-116,-118,-118,-118,-118,-118,-118,-118,-117,-117,-117,-118,-117,-119,-117,-118,-119,-119,-119,-119,-118,-118,-118,-119,-119,-117,-119,-117,-118,-119,-119,-119,-118,368,0.42560000000000003
HDOK,PLFL,17472,5,4,-132,-15,9,2,33,-116,-117,-119,-119,-119,-119,-119,-118,-121,-115,-118,-118,-121,-118,-118,-119,-116,-117,-118,-117,-118,-118,-118,-119,-118,-121,-119,-118,-121,-119,-116,-118,-118,368,0.42239999999999994
HDOK,PLFL,17472,6,4,-132,-15,9,2,33,-118,-118,-119,-117,-119,-119,-118,-117,-119,-119,-118,-119,-118,-118,-119,-121,-118,-119,-119,-117,-119,-117,-118,-116,-118,-117,-119,-118,-119,-118,-119,-118,-118,368,0.37760000000000005
HDOK,PLFL,56654,7,4,-133,-15,9,2,33,-117,-117,-117,-118,-121,-119,-119,-119,-118,-119,-119,-118,-118,-118,-117,-119,-118,-119,-118,-116,-119,-117,-117,-118,-116,-119,-118,-119,-119,-119,-118,-119,-119,368,0.5216000000000001
HDOK,PLFL,17472,8,4,-133,-16,9,2,33,-117,-117,-119,-117,-118,-117,-121,-117,-119,-119,-117,-119,-118,-121,-118,-118,-117,-118,-119,-117,-118,-118,-118,-119,-117,-118,-119,-121,-116,-118,-118,-118,-119,368,0.5183999999999999
HDOK,PLFL,17472,9,4,-132,-15,9,2,33,-117,-119,-119,-118,-119,-121,-117,-121,-118,-119,-118,-119,-119,-118,-118,-119,-118,-118,-118,-118,-118,-118,-116,-118,-118,-119,-119,-118,-117,-109,-117,-118,-118,368,0.32
HDOK,PLOK,17472,10,5,-130,-12,9,2,33,-118,-117,-119,-119,-116,-118,-119,-118,-119,-117,-121,-117,-118,-118,-119,-119,-117,-118,-119,-121,-117,-118,-119,-119,-119,-119,-117,-117,-119,-117,-118,-119,-119,368,0.6016
HDOK,PLOK,17472,11,6,-128,-11,9,2,33,-118,-118,-119,-117,-119,-118,-117,-118,-118,-119,-118,-118,-116,-119,-119,-117,-117,-118,-119,-118,-118,-117,-118,-119,-118,-119,-116,-118,-118,-116,-119,-117,-119,368,0.4383999999999999
HDOK,PLFL,17472,12,6,-133,-15,9,2,33,-118,-118,-118,-117,-118,-118,-118,-117,-118,-118,-118,-117,-118,-118,-118,-119,-121,-118,-116,-118,-118,-119,-121,-121,-119,-116,-118,-119,-119,-114,-118,-119,-118,368,0.2656
