hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,rssi_variance
HDOK,PLOK,17472,1,1,-101,8,9,2,33,-105,-109,-109,-104,-103,-104,-104,-104,-103,-106,-109,-103,-106,-102,-105,-101,-102,-101,-101,-101,-107,-105,-106,-104,-99,-99,-102,-98,-99,-99,-100,-105,-99,354,6.615933412604042
HDOK,PLOK,17472,2,2,-102,8,9,2,33,-101,-101,-102,-100,-101,-100,-100,-101,-100,-105,-105,-101,-104,-100,-101,-100,-100,-101,-101,-102,-107,-107,-106,-104,-100,-102,-103,-100,-101,-100,-103,-101,-101,354,2.856123662306778
HDOK,PLOK,17472,3,3,-102,8,9,2,33,-102,-100,-101,-106,-102,-100,-99,-100,-101,-100,-102,-100,-101,-101,-101,-100,-100,-104,-102,-106,-103,-107,-103,-101,-101,-105,-101,-100,-104,-101,-100,-101,-100,354,2.5255648038049943
HDOK,PLOK,17472,4,4,-102,8,9,2,33,-101,-101,-101,-101,-104,-102,-101,-100,-105,-101,-101,-101,-100,-102,-100,-100,-101,-107,-105,-107,-102,-104,-101,-101,-105,-107,-101,-102,-107,-100,-101,-101,-106,354,4.321046373365041
HDOK,PLOK,17472,5,5,-103,8,9,2,33,-101,-85,-101,-102,-105,-103,-101,-101,-105,-100,-101,-101,-101,-103,-101,-101,-101,-107,-105,-109,-101,-104,-101,-101,-105,-107,-100,-103,-107,-101,-101,-101,-101,354,3.8549346016646844
HDOK,PLOK,17472,6,6,-102,8,9,2,33,-101,-100,-101,-101,-104,-102,-101,-99,-106,-99,-101,-100,-100,-102,-100,-100,-101,-106,-104,-107,-101,-103,-101,-101,-106,-106,-100,-101,-105,-99,-100,-100,-101,354,3.9500594530321047
HDOK,PLOK,17472,7,7,-102,8,9,2,33,-101,-106,-106,-100,-100,-100,-99,-101,-100,-101,-107,-100,-101,-100,-104,-101,-101,-100,-101,-101,-106,-103,-107,-106,-100,-100,-106,-100,-101,-99,-104,-106,-100,354,5.443519619500593
HDOK,PLOK,17472,8,8,-101,8,9,2,33,-101,-101,-101,-101,-100,-100,-99,-100,-99,-102,-104,-100,-101,-100,-101,-100,-100,-101,-101,-103,-107,-106,-105,-102,-100,-102,-102,-99,-101,-101,-102,-104,-99,354,2.0047562425683716
HDOK,PLOK,17472,9,9,-102,6,9,2,33,-101,-101,-106,-99,-100,-99,-100,-100,-99,-100,-106,-99,-100,-99,-105,-103,-105,-99,-99,-100,-103,-101,-105,-106,-99,-99,-106,-99,-100,-99,-103,-101,-106,354,6.061831153388822
HDOK,PLOK,17472,10,10,-102,6,9,2,33,-100,-99,-99,-101,-100,-99,-99,-98,-100,-98,-99,-98,-98,-100,-99,-98,-99,-103,-101,-105,-101,-104,-100,-99,-103,-105,-99,-100,-105,-100,-99,-99,-99,354,2.9655172413793105
